Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704192486,10,POST,/prediction_category,0.142857,0.000000,51,51,93,93,93,93,93,93,93,93,93,3,0,51,64.09339999999968,48.62089999999952,92.53220000000084,111.66666666666667
1704192486,10,POST,/prediction_sexism,0.428571,0.000000,55,88,96,96,120,120,120,120,120,120,120,7,0,55,72.75912857142887,48.41880000000032,119.79640000000202,88.42857142857143
1704192486,10,GET,/task,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,51.85379999999995,51.85379999999995,51.85379999999995,51.85379999999995,192.0
1704192486,10,GET,/task/A,0.285714,0.000000,95,95,95,95,95,95,95,95,95,95,95,2,0,84.28509999999889,89.66209999999819,84.28509999999889,95.03909999999749,168.0
1704192486,10,GET,/task/A/metrics,0.142857,0.000000,49,49,49,49,49,49,49,49,49,49,49,1,0,48.623600000002654,48.623600000002654,48.623600000002654,48.623600000002654,94.0
1704192486,10,GET,/task/A/preprocessing,0.142857,0.000000,95,95,95,95,95,95,95,95,95,95,95,2,0,49.21629999999766,71.86074999999903,49.21629999999766,94.5052000000004,109.0
1704192486,10,GET,/task/B,0.142857,0.000000,93,93,93,93,93,93,93,93,93,93,93,2,0,89.22219999999825,91.16289999999871,89.22219999999825,93.10359999999918,240.0
1704192486,10,GET,/task/B/metrics,0.285714,0.000000,50,50,50,50,50,50,50,50,50,50,50,3,0,50,63.115399999998566,46.91429999999741,92.69019999999983,94.0
1704192486,10,,Aggregated,1.714286,0.000000,53,89,93,93,95,96,120,120,120,120,120,22,0,53,69.95418636363594,42.20289999999949,119.79640000000202,128.63636363636363
1704192487,11,GET,/,0.125000,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
1704192487,11,POST,/prediction_category,0.250000,0.000000,51,51,93,93,93,93,93,93,93,93,93,3,0,51,64.09339999999968,48.62089999999952,92.53220000000084,111.66666666666667
1704192487,11,POST,/prediction_sexism,0.375000,0.000000,88,91,96,96,120,120,120,120,120,120,120,8,0,55,75.02403750000042,48.41880000000032,119.79640000000202,88.375
1704192487,11,GET,/task,0.000000,0.000000,52,52,52,52,52,52,52,52,52,52,52,1,0,51.85379999999995,51.85379999999995,51.85379999999995,51.85379999999995,192.0
1704192487,11,GET,/task/A,0.250000,0.000000,95,95,95,95,95,95,95,95,95,95,95,2,0,84.28509999999889,89.66209999999819,84.28509999999889,95.03909999999749,168.0
1704192487,11,GET,/task/A/metrics,0.125000,0.000000,50,50,50,50,50,50,50,50,50,50,50,2,0,49,49.488000000001975,48.623600000002654,50.352400000001296,94.0
1704192487,11,GET,/task/A/preprocessing,0.250000,0.000000,95,95,95,95,95,95,95,95,95,95,95,2,0,49.21629999999766,71.86074999999903,49.21629999999766,94.5052000000004,109.0
1704192487,11,GET,/task/B,0.125000,0.000000,89,89,93,93,93,93,93,93,93,93,93,3,0,89,76.0317999999991,45.769599999999855,93.10359999999918,240.0
1704192487,11,GET,/task/B/metrics,0.250000,0.000000,50,50,50,50,50,50,50,50,50,50,50,3,0,50,63.115399999998566,46.91429999999741,92.69019999999983,94.0
1704192487,11,,Aggregated,1.750000,0.000000,53,89,93,93,95,96,120,120,120,120,120,25,0,53,69.03969999999973,42.20289999999949,119.79640000000202,130.08
1704192488,12,GET,/,0.111111,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
1704192488,12,POST,/prediction_category,0.222222,0.000000,52,52,93,93,93,93,93,93,93,93,93,4,0,51,61.026074999999125,48.62089999999952,92.53220000000084,121.25
1704192488,12,POST,/prediction_sexism,0.444444,0.000000,57,88,91,96,120,120,120,120,120,120,120,10,0,55,70.42733999999982,46.895199999994475,119.79640000000202,91.1
1704192488,12,GET,/task,0.111111,0.000000,52,52,52,52,52,52,52,52,52,52,52,1,0,51.85379999999995,51.85379999999995,51.85379999999995,51.85379999999995,192.0
1704192488,12,GET,/task/A,0.222222,0.000000,95,95,95,95,95,95,95,95,95,95,95,2,0,84.28509999999889,89.66209999999819,84.28509999999889,95.03909999999749,168.0
1704192488,12,GET,/task/A/metrics,0.111111,0.000000,50,50,50,50,50,50,50,50,50,50,50,2,0,49,49.488000000001975,48.623600000002654,50.352400000001296,94.0
1704192488,12,GET,/task/A/preprocessing,0.222222,0.000000,49,49,95,95,95,95,95,95,95,95,95,3,0,49,64.16813333333238,48.782899999999074,94.5052000000004,109.0
1704192488,12,GET,/task/B,0.222222,0.000000,89,89,93,93,93,93,93,93,93,93,93,3,0,89,76.0317999999991,45.769599999999855,93.10359999999918,240.0
1704192488,12,GET,/task/B/metrics,0.333333,0.000000,50,50,55,55,55,55,55,55,55,55,55,4,0,50,61.00759999999816,46.91429999999741,92.69019999999983,94.0
1704192488,12,GET,/task/B/preprocessing,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,90.93730000000022,90.93730000000022,90.93730000000022,90.93730000000022,108.0
1704192488,12,,Aggregated,2.000000,0.000000,52,88,91,93,95,96,120,120,120,120,120,31,0,53,66.9774870967736,42.20289999999949,119.79640000000202,126.35483870967742
1704192489,13,GET,/,0.100000,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
